Feature1,Feature2,Course1,Course2,Course3
78.94298080725478,2.0,95.10978560516065,0.0,0.0
38.675579901499674,1.0,0.0,51.87139519400168,0.0
20.105000207208203,1.0,0.0,95.22882610109707,0.0
34.99676978915653,2.0,54.317131643958014,0.0,0.0
16.404468384594587,3.0,0.0,59.555100192083756,0.0
24.627822555257744,1.0,0.0,62.41962524103385,0.0
46.87551866633008,2.0,62.02591137982817,0.0,0.0
82.44853923921035,1.0,54.777611383983384,0.0,0.0
71.05528942324239,3.0,0.0,0.0,57.79606004358239
100.0,3.0,0.0,0.0,75.57716622246241
9.514470349329073,1.0,0.0,93.28364770072841,0.0
75.33670742452293,3.0,0.0,0.0,60.810613916875965
21.216750164928285,3.0,0.0,70.12941848376364,0.0
38.78817782838863,2.0,70.49213121420567,0.0,0.0
65.66082499260834,3.0,0.0,0.0,65.84765507839168
42.40893199201458,1.0,0.0,66.9565473885,0.0
33.80102737454865,1.0,64.62828886780215,0.0,0.0
47.75548189508494,2.0,72.8546733639091,0.0,0.0
42.697546239876075,1.0,0.0,76.25978231547754,0.0
21.549474256969162,1.0,0.0,47.39502402678592,0.0
14.211503352355844,1.0,0.0,63.23045444346211,0.0
72.78459322308818,3.0,0.0,0.0,99.20647964230537
93.65268362138887,3.0,0.0,0.0,63.16261978300947
11.459042606982752,1.0,0.0,66.74575645095027,0.0
90.3730812660528,3.0,0.0,0.0,72.4099178472966
74.04092278506803,2.0,0.0,0.0,78.98559289564275
87.85836535751308,3.0,0.0,0.0,87.17893259528837
8.348501592166436,2.0,0.0,66.78750015699873,0.0
23.86902497859262,1.0,0.0,81.33093543495008,0.0
29.787379841057394,1.0,0.0,61.21853193583341,0.0
91.7179715256499,3.0,0.0,0.0,46.25971537295817
32.4031489232876,2.0,73.59374139784587,0.0,0.0
50.26218738537585,3.0,75.72124381313756,0.0,0.0
31.78779571159651,3.0,0.0,76.33942932563238,0.0
21.440435711608778,1.0,0.0,58.57639917615162,0.0
70.04791924154588,1.0,76.91221715723246,0.0,0.0
13.656779063190363,2.0,0.0,86.41957562068137,0.0
5.799820628210249,1.0,0.0,74.75740939439034,0.0
24.438632327454258,1.0,0.0,42.553893834932026,0.0
40.04782570456839,2.0,73.61181264612908,0.0,0.0
11.045334388063244,1.0,0.0,75.9412987743484,0.0
100.0,3.0,0.0,0.0,85.31837114750745
86.24075069392138,3.0,0.0,0.0,74.52271086095149
69.89578845030546,2.0,46.87618900492319,0.0,0.0
74.46227243086335,1.0,0.0,0.0,52.809993602388346
11.86853717955546,1.0,0.0,68.480777706739,0.0
50.782476188914615,2.0,70.77730584223633,0.0,0.0
82.34759806948064,1.0,0.0,0.0,89.44224801291824
38.45125888332025,2.0,75.29224909741568,0.0,0.0
78.52774415535563,3.0,0.0,0.0,74.48466184178527
62.167111133239565,3.0,0.0,0.0,79.04061484643995
39.5077539523179,1.0,0.0,64.4394399516932,0.0
45.979949435729296,2.0,86.22064051687285,0.0,0.0
55.94010068992468,2.0,77.21672689583254,0.0,0.0
77.96075448982519,1.0,0.0,0.0,65.01846583976763
100.0,3.0,0.0,0.0,41.614571600239884
43.07623092777936,2.0,65.39851335959493,0.0,0.0
37.08161472417946,2.0,73.41089162681692,0.0,0.0
96.19427888055232,3.0,0.0,0.0,91.0804815808663
21.269120927036198,1.0,0.0,61.13225344353356,0.0
85.68727603332623,3.0,0.0,0.0,69.77834170510233
29.76639036483713,1.0,0.0,44.67654958342852,0.0
79.7446937920784,3.0,0.0,0.0,60.6166444733612
64.24131210388641,2.0,58.14215467250384,0.0,0.0
32.30290680727721,1.0,0.0,73.78744940615309,0.0
43.167012447239856,2.0,73.3369474601291,0.0,0.0
78.6509742964855,2.0,74.63126862754919,0.0,0.0
37.64052345967664,1.0,0.0,82.96078450746472,0.0
23.56366397174402,1.0,0.0,79.67582910189816,0.0
74.13569937218598,3.0,0.0,0.0,67.16747829673324
27.06573168191948,1.0,0.0,77.02577851415577,0.0
81.46587451572283,2.0,0.0,0.0,27.966958024124303
72.39775468551969,1.0,0.0,0.0,64.77930430536071
70.43844461671657,3.0,0.0,0.0,58.29543390247691
20.51945395796139,1.0,0.0,78.46012802610714,0.0
17.872597197860312,1.0,0.0,55.915276409833226,0.0
3.8610215244204866,1.0,0.0,56.30824758797063,0.0
38.95889176030583,2.0,0.0,77.15347553383333,0.0
88.74430519629941,3.0,0.0,0.0,52.756689051143226
56.590875518968055,2.0,73.66665183942449,0.0,0.0
68.92953636191467,3.0,0.0,0.0,47.03794753900761
12.57834979593558,1.0,0.0,56.04765246213518,0.0
97.28497347174681,3.0,0.0,0.0,48.65807637060486
30.261388842327182,2.0,73.38372495353205,0.0,0.0
59.52547155338159,2.0,57.92869389043196,0.0,0.0
16.884474678726274,1.0,0.0,70.36918187871868,0.0
44.69009133119774,2.0,74.26471778496916,0.0,0.0
78.24726045584381,3.0,90.56483509436683,0.0,0.0
89.60197289146387,3.0,0.0,0.0,92.78139005445371
58.088737869377255,2.0,89.14113019009281,0.0,0.0
81.32633130566992,1.0,0.0,0.0,58.38311546843761
74.00826456105688,3.0,0.0,0.0,70.38078406609688
61.57685826820501,2.0,67.4767866584939,0.0,0.0
29.500884175255894,1.0,0.0,31.61223000483855,0.0
10.927016356167577,1.0,0.0,54.22179846172489,0.0
89.82895596083897,3.0,0.0,0.0,72.19661155717375
34.882521937956,1.0,0.0,77.81955622413571,0.0
63.81288235671229,2.0,76.03938296695053,0.0,0.0
33.50898814123708,2.0,77.08370725131773,0.0,0.0
27.631136109415916,1.0,77.60858426664423,0.0,0.0
69.11603932304624,3.0,0.0,0.0,72.38875702560554
70.2138712641947,2.0,0.0,0.0,78.1018453960074
52.50010243058794,1.0,77.93415427624873,0.0,0.0
59.249540669074165,2.0,0.0,0.0,63.21474586646362
32.224450703824274,1.0,0.0,69.13795722301909,0.0
24.656624397304597,1.0,0.0,43.130086779382246,0.0
100.0,3.0,0.0,0.0,70.03856773647264
34.54273506962975,1.0,0.0,72.92604545727072,0.0
63.8331000734979,1.0,56.68329795046097,0.0,0.0
30.942725022713997,2.0,70.77362414154834,0.0,0.0
21.563489691039802,1.0,0.0,63.19293938421998,0.0
23.024718977397814,1.0,0.0,48.32589701389942,0.0
54.75413917887275,2.0,85.97973238146992,0.0,0.0
72.60020174956709,3.0,0.0,0.0,64.10270207868831
15.98219063791738,1.0,0.0,45.97245926541194,0.0
24.001572083672233,1.0,0.0,88.3730584629049,0.0
55.64638296733444,2.0,74.06755276955967,0.0,0.0
81.46100249403175,2.0,0.0,0.0,92.44209455427448
33.43424990857324,3.0,54.353057529469666,0.0,0.0
2.937298093749874,1.0,0.0,76.74568150347989,0.0
79.15431778473939,2.0,100.0,0.0,0.0
39.88501009013936,2.0,70.67701023148015,0.0,0.0
20.561653422297454,1.0,0.0,68.47454088167693,0.0
17.948417362341992,1.0,0.0,40.72293847777597,0.0
79.2114905559568,3.0,0.0,0.0,50.5393051606489
71.85707785974924,3.0,0.0,0.0,74.95799114852373
16.126731825920476,3.0,0.0,55.05681039443401,0.0
50.477458374115265,2.0,66.1063452724894,0.0,0.0
8.193678158775878,2.0,0.0,69.46347892209668,0.0
56.25592403997377,3.0,0.0,0.0,55.642787902734746
60.084421355186535,2.0,85.45657401123407,0.0,0.0
35.327792143584574,1.0,0.0,83.43333978326986,0.0
16.6489527166336,1.0,54.2774438976179,0.0,0.0
51.31326862077786,1.0,44.81967455757015,0.0,0.0
75.7001408247405,3.0,67.83149774599396,0.0,0.0
75.36480546429317,3.0,0.0,0.0,64.75326729832695
96.49489393830669,3.0,0.0,0.0,73.2576944895742
23.781625196021736,1.0,0.0,66.63611598622539,0.0
11.122142523698873,3.0,0.0,51.60705712325471,0.0
77.73895592719012,2.0,89.93594269809523,0.0,0.0
25.969135165898784,2.0,55.19069959813521,0.0,0.0
49.53973298327759,3.0,0.0,0.0,51.211099877450216
38.411108653600245,3.0,0.0,0.0,60.53212087379714
66.7552443214378,2.0,81.95008162547008,0.0,0.0
87.40612666023783,3.0,0.0,0.0,42.549571743582845
39.65675333374699,3.0,60.09087109034512,0.0,0.0
24.019893634447016,2.0,0.0,74.95052671765467,0.0
62.35256230945597,2.0,67.41698810954676,0.0,0.0
75.53313680897408,3.0,0.0,0.0,63.27302490693911
62.03684593694592,2.0,56.82714485784891,0.0,0.0
82.83167895190743,2.0,0.0,0.0,66.69886330269466
31.394006845433005,1.0,0.0,78.33680446124309,0.0
5.456343254012353,1.0,0.0,48.91055625598151,0.0
62.665444646023204,2.0,53.53755017844633,0.0,0.0
98.16717934524051,3.0,0.0,0.0,62.39148307157616
34.486357373233034,3.0,59.20089201787158,0.0,0.0
99.52769344347497,3.0,0.0,0.0,40.2915161339659
16.976972494246645,1.0,0.0,85.43403238892282,0.0
32.47859753388204,2.0,77.87376795468825,0.0,0.0
9.292473784894575,1.0,0.0,89.68705550711495,0.0
27.29090562177537,1.0,0.0,55.17997086259398,0.0
18.20075164187649,1.0,0.0,58.63193709362251,0.0
78.00679133619566,1.0,0.0,0.0,28.3396128185885
78.2584409144845,3.0,0.0,0.0,92.88936341327212
84.75827322786954,3.0,0.0,0.0,80.17570148260705
24.105985019383724,1.0,0.0,34.5373927428823,0.0
47.42680503166628,1.0,47.56480725614476,0.0,0.0
71.363180452804,3.0,0.0,0.0,77.62101864087217
49.41075772658757,2.0,61.503402194016715,0.0,0.0
47.674848603637486,3.0,43.08656092765418,0.0,0.0
27.7749035583191,1.0,0.0,61.81432038973327,0.0
62.85245917854037,2.0,91.50028754322987,0.0,0.0
