,EnrolledElectiveBefore,GradeAvgFromPreviousElective,Grade,Major,Class,GradePerm,Course1,Course2,Course3,Course4,Course5
17,0.0,0.0,72.01247766289046,2.0,4.0,48.71095174342062,0.0,0.0,0.0,81.31091476668763,0.0
18,0.0,0.0,54.98359298741235,1.0,3.0,76.96000077798806,0.0,0.0,62.83201557039283,0.0,0.0
19,0.0,0.0,77.03528633451313,2.0,2.0,75.3582311993123,0.0,0.0,0.0,88.37213710929967,0.0
20,1.0,42.78324515110478,76.03785229784194,3.0,1.0,67.18787172152973,0.0,0.0,0.0,53.80696430840206,62.941606318907404
21,0.0,0.0,78.52921309510029,2.0,2.0,62.04748754142005,0.0,0.0,87.51362814312131,0.0,0.0
22,0.0,0.0,61.143866407782696,1.0,4.0,74.92716052027143,0.0,0.0,0.0,67.72340567138347,0.0
23,1.0,27.827893782116043,64.10703253139091,1.0,4.0,75.55149259302323,0.0,52.56542767932086,0.0,52.98991304520331,0.0
24,1.0,85.1169330401811,67.93293415765916,2.0,1.0,62.82516490186199,0.0,0.0,66.7166126591326,0.0,0.0
25,1.0,63.94944846266949,66.04583137852933,3.0,2.0,68.47751322032205,0.0,61.920367977472324,57.96098078163995,0.0,0.0
26,1.0,58.14030658242046,49.13467632164625,2.0,3.0,73.4052437669471,0.0,0.0,0.0,60.639497713455505,0.0
27,0.0,0.0,81.62577855370046,1.0,1.0,79.77054187304881,0.0,0.0,0.0,0.0,89.67892186349113
28,1.0,71.23348268965961,82.12444290495992,3.0,4.0,56.112329987673675,0.0,0.0,81.81048447576094,0.0,78.6231772873927
29,0.0,0.0,74.38792591954847,3.0,3.0,72.01156432335522,0.0,0.0,84.50920555336096,0.0,0.0
30,0.0,0.0,56.34078680632739,3.0,3.0,68.08471881726729,0.0,0.0,0.0,65.93154080962927,0.0
31,1.0,53.885357756274644,61.226461123041936,1.0,3.0,72.21520217722247,0.0,57.53117373369774,65.00469981136483,0.0,0.0
32,0.0,0.0,85.11778274628224,2.0,1.0,71.12707142215615,0.0,0.0,94.19748828987565,0.0,0.0
33,1.0,59.76368359429749,53.1840226437095,2.0,2.0,77.91465216144283,0.0,0.0,64.63503125498801,0.0,0.0
34,1.0,56.64538579792486,66.87938201742897,2.0,4.0,73.67063440742677,0.0,61.51019757365319,56.846934630891425,0.0,0.0
35,0.0,0.0,76.10280455566105,1.0,1.0,78.65943051045961,0.0,0.0,86.84304149369218,0.0,0.0
36,0.0,0.0,74.55162860994398,2.0,2.0,70.93135065113442,0.0,0.0,86.62845044841156,0.0,0.0
37,1.0,44.93856985301136,65.31684070455766,1.0,1.0,86.30837615103717,0.0,0.0,51.493565125054346,48.361924899278186,0.0
38,0.0,0.0,70.61128505826878,1.0,3.0,73.9649138861359,0.0,0.0,0.0,0.0,81.44399720099149
39,1.0,81.26410777467837,68.06926557485035,2.0,3.0,86.74685181976425,0.0,0.0,69.95383810206383,0.0,0.0
40,1.0,76.44787125699342,60.984310893832,3.0,1.0,79.68526177121848,0.0,73.85783423616373,0.0,0.0,0.0
41,1.0,64.63405616974802,70.10792802538614,3.0,3.0,70.10792802538614,0.0,0.0,0.0,65.8941670836568,0.0
42,0.0,0.0,60.37823069052792,1.0,4.0,81.87455263050498,0.0,0.0,0.0,0.0,70.46456368787469
43,0.0,0.0,63.42207583648305,2.0,3.0,62.916221169761165,0.0,0.0,0.0,69.76551923285886,0.0
44,1.0,66.08548874320634,58.92990019027064,1.0,2.0,79.74090042289096,0.0,0.0,56.42862505911306,0.0,0.0
45,1.0,54.8166125916353,47.27767316607736,1.0,2.0,76.34250205631022,0.0,57.04483744252265,0.0,52.94964379660389,0.0
46,0.0,0.0,64.46884159707643,3.0,4.0,74.23243650900689,0.0,0.0,0.0,0.0,77.64201148616513
47,0.0,0.0,62.680240204505026,2.0,3.0,49.91083628792332,0.0,0.0,0.0,0.0,71.73757582486357
48,1.0,51.350670499235726,50.9846117233909,3.0,4.0,67.93293415765916,47.766010050579276,0.0,45.504974786481355,0.0,0.0
49,1.0,70.67287782578136,54.615589829348544,1.0,1.0,49.31663191692767,0.0,0.0,0.0,62.32396450513356,0.0
50,1.0,75.43189077996995,79.99923327930057,1.0,4.0,78.38173703790562,0.0,0.0,0.0,78.82552882438468,80.68707404884537
51,0.0,0.0,60.67422556527125,3.0,4.0,50.61377464307263,0.0,0.0,72.5457753307589,0.0,0.0
52,1.0,57.22887411843782,72.1985952883441,1.0,3.0,56.03192900792319,0.0,74.39974642807522,0.0,0.0,0.0
53,0.0,0.0,58.710101852143545,3.0,4.0,68.6165313449725,0.0,0.0,0.0,0.0,68.46405098171974
54,0.0,0.0,66.15176527002662,2.0,2.0,47.24840168633999,0.0,0.0,75.70985204141373,0.0,0.0
55,0.0,0.0,73.82688290694122,3.0,1.0,82.63364508974571,0.0,0.0,82.2871262934921,0.0,0.0
56,1.0,62.93911807954338,60.22451851793804,1.0,4.0,61.98692262826667,0.0,68.25684988943945,0.0,59.49740365357576,0.0
57,0.0,0.0,49.51427221448958,3.0,2.0,72.01247766289046,0.0,0.0,0.0,0.0,56.88592008664817
58,0.0,0.0,55.05369766272689,3.0,1.0,71.54725615670687,0.0,0.0,0.0,0.0,64.30467523128641
59,1.0,47.00983371029035,68.52182145091919,3.0,1.0,80.00095692571648,0.0,0.0,61.75005551547384,65.42865719404604,0.0
60,0.0,0.0,72.77857084002777,3.0,3.0,57.09597275068482,0.0,0.0,0.0,0.0,80.75678062758796
61,0.0,0.0,72.85276780541342,3.0,3.0,45.843470702173406,0.0,0.0,0.0,82.51858582605304,0.0
62,1.0,66.1317856397042,66.57996246418355,1.0,1.0,67.31539355257513,0.0,57.4995188887293,0.0,0.0,0.0
63,1.0,48.58366810354376,51.46352825642967,3.0,2.0,57.93878143917607,0.0,49.66925287824933,48.92599417273529,0.0,0.0
64,1.0,55.65649399635631,68.6729303738362,2.0,4.0,72.9830392094864,0.0,68.08132255264854,0.0,61.4480177650732,0.0
65,1.0,66.47563812557567,66.74087201578239,2.0,4.0,65.92666735266651,0.0,0.0,0.0,74.58227309425236,0.0
66,0.0,0.0,58.0539096636669,3.0,2.0,76.38407087666884,0.0,0.0,67.06798008929988,0.0,0.0
67,1.0,62.252557178859504,74.11449532018517,1.0,4.0,62.298624777236675,0.0,0.0,0.0,64.64214217557938,0.0
68,0.0,0.0,67.3359264388226,1.0,2.0,77.50914342051979,0.0,0.0,0.0,0.0,75.05563732876483
69,1.0,36.6318341730757,64.41640154248287,3.0,1.0,76.33785927701297,0.0,50.24710050728687,0.0,48.50336466549405,0.0
70,1.0,53.13240374865686,73.26584674859119,1.0,2.0,58.26481105284415,56.48856609888001,71.37661014823934,0.0,0.0,0.0
71,1.0,72.74312628554958,42.67865617020318,3.0,4.0,63.150844171889446,0.0,0.0,0.0,51.97862356808533,53.488852154434056
72,0.0,0.0,76.61729641169728,2.0,2.0,61.66699645822023,0.0,0.0,84.47437380221152,0.0,0.0
73,0.0,0.0,82.50425869169027,1.0,1.0,46.45699814734325,0.0,0.0,0.0,0.0,92.81313574523756
74,1.0,70.93211960960622,62.8537417889824,1.0,4.0,75.9597790978097,0.0,69.30698903941399,0.0,72.1728343919273,0.0
75,1.0,80.0746959536143,76.9674207729783,1.0,4.0,59.53041952231268,0.0,0.0,0.0,87.76483906166698,79.76463511051847
76,0.0,0.0,62.29391675992508,2.0,3.0,78.35205947732508,0.0,0.0,0.0,0.0,71.6299762012618
77,1.0,40.737470430056476,71.21208134026794,3.0,4.0,76.57308548806661,64.1731445860676,0.0,0.0,0.0,51.91119576970391
78,0.0,0.0,76.96000077798806,3.0,2.0,81.50117748981879,0.0,0.0,0.0,0.0,89.17888371909388
79,0.0,0.0,62.04748754142005,3.0,3.0,83.07808619141197,0.0,0.0,0.0,0.0,72.78272154570519
80,1.0,37.25740473391953,81.2423890381989,3.0,1.0,73.45364844870959,0.0,0.0,60.00184698968611,53.330719000081956,0.0
81,0.0,0.0,62.40783096404921,2.0,2.0,73.2343821797983,0.0,0.0,0.0,74.49491348294269,0.0
82,1.0,62.172674509986116,86.67557519366727,1.0,4.0,89.90733675801229,0.0,0.0,0.0,72.62449725147104,67.28181353081494
83,1.0,63.68865858458391,71.3402351464031,1.0,2.0,73.81948182063744,66.58126883696825,0.0,0.0,73.51351830328194,0.0
84,0.0,0.0,58.33091226341254,1.0,2.0,88.99528408710803,0.0,0.0,0.0,66.92318011987854,0.0
85,1.0,72.21349879469274,54.22408983496137,3.0,3.0,73.67862225572183,0.0,0.0,59.13313369781976,0.0,69.32513294626797
86,0.0,0.0,56.03192900792319,2.0,4.0,67.72636724809398,0.0,0.0,65.48859347315323,0.0,0.0
87,1.0,52.85540242815013,75.47910461357098,3.0,3.0,62.514349433081826,68.49816760239743,0.0,60.38871039570855,0.0,0.0
88,1.0,62.08332914740788,81.28463234021416,1.0,1.0,79.38399677000803,0.0,0.0,0.0,0.0,73.6178461709231
89,0.0,0.0,58.26481105284415,1.0,1.0,65.22753807488071,0.0,0.0,0.0,0.0,69.07046057657872
90,1.0,29.24693514142827,61.824153658877734,3.0,3.0,54.226906511577994,39.396922762422705,0.0,51.9966961730444,0.0,0.0
91,1.0,41.36777353238986,78.8991050966069,3.0,1.0,79.50245805435867,66.57398632642251,0.0,0.0,51.005384017261825,0.0
92,1.0,29.949292187514995,65.30612690838865,1.0,1.0,87.51855345253186,0.0,39.534282152552606,0.0,0.0,0.0
93,0.0,0.0,81.0993158207726,1.0,4.0,79.99923327930057,0.0,0.0,0.0,88.35832934695503,0.0
94,0.0,0.0,78.90502458254781,3.0,2.0,81.347461860893,0.0,0.0,91.63183646945795,0.0,0.0
95,0.0,0.0,79.32417386962169,3.0,4.0,49.13467632164625,0.0,0.0,93.04205684692558,0.0,0.0
96,0.0,0.0,65.58802699202252,2.0,1.0,61.836095226288684,0.0,0.0,0.0,74.79218198828487,0.0
97,0.0,0.0,67.60769144696712,1.0,3.0,70.30082639411519,0.0,0.0,0.0,77.53082047198025,0.0
98,0.0,0.0,79.64837124872425,3.0,4.0,75.1600192102572,0.0,0.0,0.0,90.10553907893791,0.0
99,1.0,45.56954351555718,66.23050845956617,1.0,3.0,85.11778274628224,0.0,0.0,60.090977449407895,58.02000351951559,0.0
100,1.0,22.01870157871609,76.15810027870164,3.0,1.0,73.00373053072519,0.0,0.0,0.0,45.975554451083646,44.18066286138337
101,1.0,60.40004725095372,81.27581360834657,1.0,2.0,75.39888931764769,64.00842750757896,65.57668595365695,0.0,0.0,0.0
102,1.0,84.80452636105676,60.09134420535008,2.0,3.0,71.67975894318747,0.0,69.30568367638693,67.28104995483065,0.0,0.0
103,0.0,0.0,73.36804648807791,2.0,4.0,61.5222657160477,0.0,0.0,0.0,82.56637349354438,0.0
104,1.0,52.011555578523705,76.94825074139705,2.0,3.0,88.63388828706726,0.0,0.0,58.79610165577269,0.0,63.139047470612
105,1.0,45.79283611815241,51.555248592878925,1.0,4.0,66.74087201578239,0.0,54.3463464565385,0.0,57.40019718102039,0.0
106,1.0,78.11634094691934,53.24588379859863,2.0,3.0,79.22950472340487,0.0,69.4815390079452,0.0,69.32044224199753,0.0
107,0.0,0.0,54.681846280739535,2.0,4.0,64.40957569757884,0.0,0.0,0.0,0.0,65.73834783725856
108,0.0,0.0,53.192229672470035,1.0,1.0,58.189526397634936,0.0,0.0,0.0,66.3011853696024,0.0
109,1.0,39.18789868125058,57.29420366768122,2.0,1.0,72.01001593563541,0.0,52.8673977036173,0.0,0.0,0.0
110,1.0,55.31168393554556,69.05209959634905,3.0,2.0,55.121946466582145,0.0,58.05326521797535,61.157831049977645,0.0,0.0
111,1.0,66.46469063049076,63.11950462889061,3.0,3.0,68.9934203296324,0.0,0.0,0.0,66.63980421217245,73.69298699444715
112,0.0,0.0,68.46387011224549,3.0,1.0,60.37823069052792,0.0,0.0,80.21280356171576,0.0,0.0
113,0.0,0.0,57.43566123119007,2.0,4.0,73.82688290694122,0.0,0.0,65.685047710831,0.0,0.0
114,0.0,0.0,64.57588625319907,3.0,2.0,75.93486083022165,0.0,0.0,73.34227234112194,0.0,0.0
115,0.0,0.0,51.07760767400535,2.0,1.0,79.90526838368439,0.0,0.0,0.0,64.00906863358277,0.0
116,1.0,48.4537947990098,77.59884488414266,2.0,4.0,63.11182244631816,0.0,62.18178857305284,0.0,0.0,60.70418802770564
117,0.0,0.0,65.74064959815067,2.0,2.0,48.96773843804384,0.0,0.0,0.0,72.79207432625189,0.0
118,1.0,54.3872727233476,76.34250205631022,3.0,4.0,82.70704939678774,0.0,0.0,0.0,73.87415894291412,59.57072787474954
119,1.0,49.24699248968671,78.49458875633904,2.0,4.0,76.25590637796354,59.93139126813689,0.0,59.15694250575393,0.0,0.0
120,1.0,66.52241763114402,64.53136962329242,1.0,4.0,69.53032428027537,0.0,61.66128038439834,0.0,62.880675199766074,0.0
121,1.0,64.14900107894569,76.25590637796354,2.0,2.0,73.03057476767778,0.0,77.4925820039561,0.0,0.0,76.25647984703127
122,0.0,0.0,74.12049140459229,3.0,4.0,92.92871268207627,0.0,0.0,83.10074061210354,0.0,0.0
123,0.0,0.0,64.92845319039074,3.0,4.0,72.77857084002777,0.0,0.0,75.7342656703776,0.0,0.0
124,0.0,0.0,75.76791636263484,2.0,1.0,70.21663306664074,0.0,0.0,0.0,88.06525854816977,0.0
125,1.0,40.130170903923855,79.61163643958677,2.0,2.0,71.68329405914952,0.0,0.0,62.18855424722253,58.90439506891857,0.0
126,1.0,52.30247328636212,66.16403536379438,3.0,4.0,62.36397592564581,64.18623034613854,0.0,0.0,67.10960834073249,0.0
127,1.0,74.30420960424892,53.20286890015787,1.0,1.0,69.47068604884822,0.0,64.72374792834623,0.0,69.74653961274771,0.0
128,0.0,0.0,59.84600604211438,1.0,2.0,77.54649317752975,0.0,0.0,72.96852989611119,0.0,0.0
129,0.0,0.0,69.44598317689369,3.0,2.0,71.8146410379438,0.0,0.0,79.99230965020216,0.0,0.0
130,1.0,73.81435219169879,74.04089202356195,2.0,3.0,81.0993158207726,0.0,0.0,79.46730353804644,0.0,0.0
131,1.0,67.25252798120204,51.45862117455923,3.0,1.0,74.99019056389176,0.0,54.304949256889614,0.0,0.0,0.0
132,0.0,0.0,77.78888344490278,3.0,2.0,71.49672705837844,0.0,0.0,85.9489802495224,0.0,0.0
133,1.0,55.22004479367118,67.36348237321097,1.0,2.0,71.2848898165051,0.0,53.330983838429695,66.36165642824938,0.0,0.0
134,1.0,71.00755031445892,73.45676338425989,3.0,1.0,92.61725256050119,0.0,0.0,73.90854948025937,74.08920976842,0.0
135,0.0,0.0,72.28629007165377,2.0,2.0,78.49458875633904,0.0,0.0,0.0,0.0,80.53722134163387
136,0.0,0.0,74.91522857316713,3.0,4.0,59.44022872468885,0.0,0.0,0.0,84.38539544761552,0.0
137,1.0,66.09373621592302,45.84558325297158,2.0,1.0,61.013053968680275,0.0,0.0,61.05700189915077,56.92994475352632,0.0
138,1.0,36.0571169640143,64.82304918547428,3.0,1.0,77.16881422904773,0.0,0.0,58.182625498547836,46.71704325002027,0.0
139,0.0,0.0,74.0952696617607,3.0,2.0,75.86019715994031,0.0,0.0,85.19207734414229,0.0,0.0
140,1.0,42.95926547197694,62.41066795048921,1.0,3.0,62.680240204505026,0.0,52.96817178819326,58.710255590998884,0.0,0.0
141,1.0,82.69802924519773,62.044363465656275,2.0,1.0,64.41640154248287,0.0,76.16762327149885,71.08111871148478,0.0,0.0
142,1.0,49.79761736901752,71.18121851196078,1.0,1.0,77.31321784812937,0.0,66.31273737903693,66.29172765985496,0.0,0.0
143,0.0,0.0,65.30871949349567,2.0,2.0,63.42207583648305,0.0,0.0,0.0,77.6533457176388,0.0
144,1.0,35.236471652632446,74.69176129923802,3.0,1.0,53.43705490815501,53.889004870356914,53.751910408187676,0.0,0.0,0.0
145,1.0,79.55025430957522,62.63616520961311,1.0,3.0,69.44598317689369,0.0,65.82890233440163,0.0,63.619608081280205,0.0
146,0.0,0.0,76.99143902010917,1.0,3.0,67.36348237321097,0.0,0.0,87.16194893006829,0.0,0.0
147,1.0,73.69496718734555,58.189526397634936,2.0,3.0,57.56381735265454,0.0,0.0,70.57581906693761,71.68965647700742,0.0
148,0.0,0.0,57.93878143917607,2.0,4.0,75.36653970914148,0.0,0.0,0.0,0.0,68.04277878278673
149,0.0,0.0,66.46262600107609,2.0,1.0,58.0539096636669,0.0,0.0,78.11392319093005,0.0,0.0
150,1.0,76.99005228028042,68.69650206007069,1.0,4.0,71.46177629989143,0.0,78.23031500476938,67.41780007670539,0.0,0.0
151,1.0,60.434294518995834,70.22244827500613,3.0,1.0,65.58940943824423,56.3569682203797,0.0,57.17712877565212,0.0,0.0
152,0.0,0.0,61.526336955477056,3.0,4.0,83.05331312757377,0.0,0.0,0.0,71.05383387556725,0.0
153,0.0,0.0,68.47751322032205,2.0,3.0,55.017785223570655,0.0,0.0,0.0,0.0,77.16349182038788
154,1.0,67.69310394988737,64.07941460952941,2.0,3.0,74.47309097045294,0.0,0.0,66.98830645254608,57.91838108235234,0.0
155,0.0,0.0,69.83355707631155,3.0,4.0,82.33606313142116,0.0,0.0,0.0,83.62968577166478,0.0
156,0.0,0.0,79.81499025774905,1.0,3.0,51.81353853563469,0.0,0.0,0.0,0.0,91.06509347135483
157,1.0,69.82732129716999,66.39439586695603,1.0,2.0,83.57567230582131,0.0,70.21513735707359,0.0,76.09799271105186,0.0
158,1.0,68.06590680934893,66.12407965786038,2.0,4.0,52.53283173414977,0.0,0.0,77.08932310001998,0.0,0.0
159,0.0,0.0,80.15790261344493,3.0,3.0,69.27736912504892,0.0,0.0,0.0,0.0,88.69219494504512
160,0.0,0.0,65.85453359462072,1.0,3.0,65.35509942553463,0.0,0.0,0.0,77.42312244394581,0.0
161,0.0,0.0,74.64947178181683,3.0,3.0,87.26592379896667,0.0,0.0,0.0,0.0,85.22294879003347
162,1.0,62.73843004096593,72.31372137521889,2.0,3.0,68.43944745635666,67.53559500242822,0.0,0.0,0.0,0.0
163,0.0,0.0,62.228388891550345,1.0,4.0,73.00974376115019,0.0,0.0,0.0,75.24743156245269,0.0
164,0.0,0.0,63.7160064250717,3.0,2.0,83.87897509680089,0.0,0.0,0.0,71.00843388685307,0.0
165,0.0,0.0,77.16881422904773,2.0,3.0,66.12407965786038,0.0,0.0,85.24035218572385,0.0,0.0
166,1.0,86.76634404450067,68.60216818126199,1.0,2.0,62.13865553046389,0.0,0.0,86.93094134606855,78.81176521977139,0.0
167,1.0,63.84490335839961,75.06865015977976,2.0,4.0,50.93892924466978,0.0,77.41273317571309,0.0,0.0,71.01500392692974
168,1.0,75.03847487169786,86.99037533130782,2.0,1.0,60.334764714963285,0.0,0.0,83.98556424937952,88.1290722343405,0.0
169,1.0,63.79544528751298,75.02210945702106,3.0,1.0,75.02210945702106,70.8370170287301,0.0,0.0,0.0,0.0
170,1.0,61.169671014042684,80.89531441446543,3.0,4.0,66.16403536379438,0.0,0.0,0.0,0.0,66.27638694039162
171,1.0,60.95401648982928,60.59989502339924,3.0,2.0,64.65128144292382,0.0,0.0,65.48640306720289,0.0,0.0
172,0.0,0.0,83.22506610937937,3.0,3.0,60.98841195183435,0.0,0.0,0.0,91.72562754395045,0.0
173,0.0,0.0,69.017685567852,1.0,1.0,69.00253888806803,0.0,0.0,78.58607645282248,0.0,0.0
174,1.0,48.467297926454435,63.47669942910027,2.0,4.0,62.838789732150566,0.0,59.241973714529216,49.78933964276326,0.0,0.0
175,1.0,92.41903244023263,76.26872978692055,3.0,2.0,74.69176129923802,77.08682566437143,91.56302319274921,0.0,0.0,0.0
176,0.0,0.0,76.26333405622286,2.0,2.0,65.09045497656503,0.0,0.0,0.0,84.94614740345854,0.0
177,1.0,67.75826042317286,83.94310794137145,2.0,3.0,77.43973736063624,0.0,0.0,0.0,70.89505603152703,0.0
178,1.0,83.08146807440909,62.514349433081826,2.0,3.0,65.78435098575974,0.0,0.0,81.23026871116076,65.73414199017301,0.0
179,0.0,0.0,71.37444711986463,2.0,3.0,71.34698037905947,0.0,0.0,80.6158699836542,0.0,0.0
180,0.0,0.0,70.77939283799613,2.0,2.0,78.84560611993541,0.0,0.0,0.0,81.87332418922999,0.0
181,0.0,0.0,69.99909310736184,1.0,2.0,56.889222290309434,0.0,0.0,0.0,0.0,79.14299054140383
182,1.0,77.87488358070925,93.05540054371676,2.0,2.0,70.78667461669151,89.1457382189793,0.0,0.0,0.0,83.66393232637284
183,1.0,74.44180471098656,72.44348787213349,3.0,3.0,54.98359298741235,0.0,0.0,0.0,0.0,83.44037159023338
184,1.0,65.69850855424988,86.84576376100154,1.0,3.0,75.98272596563179,0.0,68.11367839733018,0.0,0.0,72.0167849362746
185,1.0,32.98035589509344,65.86260066437235,2.0,1.0,61.31595636925965,0.0,0.0,45.05347079685308,50.64537181246842,0.0
186,1.0,71.10842365817474,73.2343821797983,2.0,3.0,69.70656570060112,0.0,78.97462738823204,66.5909540857241,0.0,0.0
187,1.0,48.523002548371565,45.843470702173406,2.0,4.0,79.74904081156386,0.0,0.0,54.48161639556294,53.85854671624074,0.0
188,0.0,0.0,84.23995886686679,1.0,4.0,59.55336523847387,0.0,0.0,0.0,92.94517429284728,0.0
189,0.0,0.0,65.3837165607437,3.0,1.0,75.76791636263484,0.0,0.0,0.0,0.0,77.60915601374691
190,0.0,0.0,67.83383712370002,2.0,2.0,82.12444290495992,0.0,0.0,0.0,74.86050553810789,0.0
191,1.0,57.77072480149724,83.05331312757377,2.0,3.0,66.26188076546688,72.69624814733662,0.0,0.0,0.0,64.09169963403346
192,0.0,0.0,64.60552390139097,1.0,3.0,74.64947178181683,0.0,0.0,0.0,72.83296482876571,0.0
193,1.0,54.42886646030318,54.226906511577994,3.0,2.0,87.25979733821762,0.0,0.0,47.3062552807047,51.69122152499103,0.0
194,1.0,35.50841225487251,81.81651909785269,2.0,3.0,87.61764883862475,0.0,65.56539873390733,0.0,0.0,55.21794350776149
195,1.0,68.23420942589334,77.3074394915443,2.0,2.0,88.9416721605497,81.5970167407306,0.0,76.00017963412688,0.0,0.0
196,1.0,63.05895939709659,93.331733721908,1.0,1.0,54.3587183755073,85.72998029792276,69.21387674330299,0.0,0.0,0.0
197,1.0,72.7326804531101,53.29933742631586,1.0,2.0,77.91514207704404,0.0,71.23734126858399,70.91880979949202,0.0,0.0
198,1.0,64.40260708538601,81.18948221099484,2.0,2.0,70.36677729407462,0.0,0.0,65.5522374810016,0.0,0.0
199,1.0,32.08006854595905,59.50267916038615,3.0,3.0,68.19310129657366,0.0,0.0,0.0,38.569360975031785,50.00771199484284
200,0.0,0.0,76.85972323010367,1.0,1.0,71.37444711986463,0.0,0.0,0.0,0.0,89.44605663512064
201,0.0,0.0,73.02640663177111,3.0,3.0,57.21989265355829,0.0,0.0,0.0,83.96619370344291,0.0
202,0.0,0.0,62.39903975646543,2.0,1.0,85.50496716756678,0.0,0.0,0.0,71.8167496542117,0.0
203,1.0,39.222372568281415,51.81353853563469,1.0,2.0,69.44666153980947,0.0,42.461845841539485,0.0,53.739923247624304,0.0
204,1.0,53.36662073203503,70.43035757081958,1.0,3.0,58.33091226341254,63.599664714332214,0.0,53.69745793422359,0.0,0.0
205,0.0,0.0,78.16086513451724,3.0,3.0,64.10703253139091,0.0,0.0,85.7386577862382,0.0,0.0
206,0.0,0.0,89.7551105825037,2.0,3.0,68.61229542722579,0.0,0.0,0.0,100.0,0.0
207,1.0,64.85481202316161,62.571059041601316,2.0,4.0,45.84558325297158,0.0,0.0,64.04005451660689,56.837750496136074,0.0
208,0.0,0.0,73.89260550862396,3.0,3.0,85.59895250958387,0.0,0.0,0.0,0.0,81.31490324053563
209,1.0,70.77603204503804,65.37265062148026,3.0,1.0,76.97897225405737,0.0,0.0,0.0,60.51056369963958,0.0
210,1.0,49.99752148047504,64.17336024557473,3.0,2.0,62.576330326951606,0.0,52.73263829635857,0.0,64.75897600930776,0.0
211,1.0,40.248181635985325,76.72344608722301,2.0,4.0,81.18948221099484,0.0,51.80538122975969,0.0,0.0,57.836538654578185
212,1.0,67.62005233505651,68.27633599259256,3.0,4.0,75.44967405089393,68.96414349611436,0.0,69.3296094108638,0.0,0.0
213,1.0,81.72669328556958,59.64687047071479,1.0,4.0,62.11489253292962,0.0,79.308816320201,0.0,71.01084777034066,0.0
214,0.0,0.0,71.73547961261713,3.0,4.0,69.11705225072532,0.0,0.0,81.61254231833095,0.0,0.0
215,1.0,67.5336084246636,79.24131905432533,3.0,2.0,67.90448403827219,74.0293546597523,79.08925398105508,0.0,0.0,0.0
216,0.0,0.0,71.14639527341096,3.0,1.0,76.97826358287757,0.0,0.0,0.0,0.0,82.42353994396308
217,1.0,56.40444523670104,70.69626990180559,1.0,3.0,71.57498251657474,53.718871942813294,69.5462027434839,0.0,0.0,0.0
218,0.0,0.0,59.34205472176724,1.0,3.0,79.61163643958677,0.0,0.0,0.0,0.0,71.98845547348253
219,0.0,0.0,64.40957569757884,1.0,3.0,79.93691495014393,0.0,0.0,0.0,0.0,73.19127271612406
220,1.0,67.63186991982052,76.64287636119278,2.0,2.0,81.2423890381989,0.0,0.0,72.8850633397916,0.0,72.40672340766741
221,1.0,60.46677993327033,74.89319104938706,3.0,1.0,74.16015634735193,64.94098128132048,0.0,66.75680070601494,0.0,0.0
222,0.0,0.0,72.15100997973485,1.0,4.0,66.96086420700541,0.0,0.0,83.39317560097393,0.0,0.0
223,0.0,0.0,55.91015826673424,1.0,4.0,54.615589829348544,0.0,0.0,0.0,63.99787714559375,0.0
